recommendation_id,statement_key,recommendation_class,level_of_evidence,document_family,clinical_topic,recommendation_text,population,disease,clinical_state,severity,time_window,event_anchor,numeric_thresholds,care_phase,intervention,comparator,outcome,conditions,exclusions,clinical_temporality,temporal_qualifiers,guidance_temporality,care_setting,specialty,sub_specialty,source_locator,information_weight,weight_score,weight_rationale,extraction_confidence,confidence_rationale,clinical_entities,execution_trigger,execution_trigger_population,execution_trigger_state,execution_trigger_disease,execution_trigger_time,execution_trigger_anchor,execution_trigger_exclusions,execution_trigger_numeric_constraints,execution_trigger_qualifiers,execution_trigger_constraints,execution_action,execution_prerequisites,execution_contraindications,execution_outcome
GR-EB411F89644C,UPL-CE02A6AB5E49:S207,,,guideline_acc_aha_scai,Revascularization Strategy,It is reasonable to rationalize that complete revascularization to improve perfusion of as large an amount of myocardium as possible is a good strategy and likely improves patient outcomes,,,,,,,,,,,improve perfusion of as large an amount of myocardium as possible is a good strategy and likely improves patient outcomes,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.62 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,outcome:improve perfusion of as large an amount of myocardium as possible is a good strategy and likely improves patient outcomes,,,,,,,,,,,is reasonable,,,improve perfusion of as large an amount of myocardium as possible is a good strategy and likely improves patient outcomes
GR-EB9C110C1B0C,UPL-CE02A6AB5E49:S024,2A,B-R,guideline_acc_aha_scai,Acute Coronary Syndromes,"In patients with NSTE-ACS who are initially stabilized and are at high risk of clinical events, it is reasonable to choose an early invasive strategy (within 24 hours) over a delayed invasive strategy to improve outcomes",NSTE-ACS,NSTE-ACS,,high risk,within 24 hours,,,,,a delayed invasive strategy to improve outcomes,improve outcomes,initially stabilized and are at high risk of clinical events,,within-24-hours,within 24 hours,2026-04-24T05:27:57.103783+00:00,nste-acs,Cirugia Cardiovascular,Revascularizacion Coronaria,p.21 line-table COR 2A LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.9,recommendation-language; cor:2a; loe:b-r; population-extracted; source-locator; temporal-qualifiers; clinical-entities,population:NSTE-ACS; comparator:a delayed invasive strategy to improve outcomes; outcome:improve outcomes; condition:initially stabilized and are at high risk of clinical events; temporal_qualifier:within 24 hours,NSTE-ACS; initially stabilized and are at high risk of clinical events,NSTE-ACS,,NSTE-ACS,within 24 hours,,,,initially stabilized and are at high risk of clinical events,population:NSTE-ACS [eq] | disease:NSTE-ACS [eq] | time_window:within 24 hours [within] | condition:initially stabilized and are at high risk of clinical events [contains],is reasonable,within 24 hours; initially stabilized and are at high risk of clinical events,,improve outcomes
GR-EEBC27158756,UPL-CE02A6AB5E49:S158,,,guideline_acc_aha_scai,General Coronary Revascularization,Comparison of percutaneous coronary intervention and coronary artery bypass grafting after acute myocardial infarction complicated by cardiogenic shock: results from the Should We Emergently Revascularize Occluded Coronaries for Cardiogenic Shock (SHOCK) trial,,,cardiogenic shock,,,,,,,,,,,acute,acute,2026-04-24T05:27:57.103783+00:00,critical-care,Cirugia Cardiovascular,Revascularizacion Coronaria,p.70 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:acute,,,cardiogenic shock,,,,,,,clinical_state:cardiogenic shock [eq],,acute,,
GR-EF463550FA97,UPL-CE02A6AB5E49:S004,1,B-NR,guideline_acc_aha_scai,CABG Strategy,"In patients who are being considered for CABG, calculation of the STS risk score is recommended to help stratify patient risk",are being considered for,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.13 line-table COR 1 LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.82,recommendation-language; cor:1; loe:b-nr; population-extracted; source-locator,population:are being considered for,are being considered for,are being considered for,,,,,,,,population:are being considered for [eq],is recommended,,,
GR-F0629F73F16D,UPL-CE02A6AB5E49:S187,,,guideline_acc_aha_scai,General Coronary Revascularization,"If clopidogrel is needed, it should be used for the shortest duration possible,4 with close monitoring",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.30 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:If clopidogrel is needed, it should be used for the shortest duration possible,4 with close monitoring",,,,,,,,,,,,,,
GR-F0A91149691B,UPL-CE02A6AB5E49:S011,1,B-NR,guideline_acc_aha_scai,STEMI,"In patients with STEMI who have mechanical complications (eg, ventricular septal rupture, mitral valve insufficiency because of papillary muscle infarction or rupture, or free wall rupture), CABG is recommended at the time of surgery, with the goal of improving survival",STEMI,STEMI,,,,,,,CABG,,,mechanical complications (eg,,,,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.16 line-table COR 1 LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.94,recommendation-language; cor:1; loe:b-nr; population-extracted; intervention-extracted; source-locator; clinical-entities,population:STEMI; intervention:CABG; condition:mechanical complications (eg,STEMI; mechanical complications (eg,STEMI,,STEMI,,,,,mechanical complications (eg,population:STEMI [eq] | disease:STEMI [eq] | condition:mechanical complications (eg [contains],CABG is recommended,mechanical complications (eg,,
GR-F0FA2BB782CA,UPL-CE02A6AB5E49:S164,,,guideline_acc_aha_scai,General Coronary Revascularization,percutaneous coronary intervention may be considered if they are poor candidates for surgery,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.4 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:percutaneous coronary intervention may be considered if they are poor candidates for surgery,,,,,,,,,,,may be considered,,,
GR-F28E163989DB,UPL-CE02A6AB5E49:S098,2A,B-R,guideline_acc_aha_scai,CABG Strategy,"In patients undergoing CABG, who do not have a contraindication to beta blockers, the administration of beta blockers before surgery can be beneficial to reduce the incidence of postoperative atrial fibrillation",undergoing,,,,,,,post-operative,,,reduce the incidence of postoperative atrial fibrillation,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.52 line-table COR 2A LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.82,recommendation-language; cor:2a; loe:b-r; population-extracted; source-locator,population:undergoing; outcome:reduce the incidence of postoperative atrial fibrillation,undergoing,undergoing,,,,,,,,population:undergoing [eq],,,,reduce the incidence of postoperative atrial fibrillation
GR-F2D648AF2135,UPL-CE02A6AB5E49:S027,3: HARM,B-R,guideline_acc_aha_scai,Acute Coronary Syndromes,"In patients with NSTE-ACS who present in cardiogenic shock, routine multivessel PCI of non-culprit lesions in the same setting should not be performed",NSTE-ACS who present in cardiogenic shock,NSTE-ACS,cardiogenic shock,multivessel,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,nste-acs,Cirugia Cardiovascular,Revascularizacion Coronaria,p.21 line-table COR 3: HARM LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-3, loe-b",0.82,recommendation-language; cor:3: harm; loe:b-r; population-extracted; source-locator,population:NSTE-ACS who present in cardiogenic shock,NSTE-ACS who present in cardiogenic shock,NSTE-ACS who present in cardiogenic shock,cardiogenic shock,NSTE-ACS,,,,,,population:NSTE-ACS who present in cardiogenic shock [eq] | clinical_state:cardiogenic shock [eq] | disease:NSTE-ACS [eq],should not be performed,,,
GR-F604CD34BF3E,UPL-CE02A6AB5E49:S160,,,guideline_acc_aha_scai,General Coronary Revascularization,"Treatment decisions should be patient centered, incorporate patient preferences and goals, and include shared decision-making",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.3 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Treatment decisions should be patient centered, incorporate patient preferences and goals, and include shared decision-m",,,,,,,,,,,,,,
GR-F62234A775D5,UPL-CE02A6AB5E49:S190,,,guideline_acc_aha_scai,General Coronary Revascularization,The decision to use the transradial approach should be tempered with the possibility that the radial artery may be needed for bypass grafting in the future,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.35 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The decision to use the transradial approach should be tempered with the possibility that the radial artery may be neede,,,,,,,,,,,,,,
GR-F76AFC12B998,UPL-CE02A6AB5E49:S151,,,guideline_acc_aha_scai,General Coronary Revascularization,A loading dose of a P2Y12 agent should be given to minimize the time to platelet inhibition,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.42 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:A loading dose of a P2Y12 agent should be given to minimize the time to platelet inhibition,,,,,,,,,,,,,,
GR-F812992FAACB,UPL-CE02A6AB5E49:S064,2A,C-LD,guideline_acc_aha_scai,General Coronary Revascularization,"In patients with stent failure, IVUS or OCT is reasonable to determine the mechanism of stent failure",stent failure,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.36 line-table COR 2A LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-c",0.82,recommendation-language; cor:2a; loe:c-ld; population-extracted; source-locator,population:stent failure,stent failure,stent failure,,,,,,,,population:stent failure [eq],is reasonable,,,
GR-F85B1EE4B937,UPL-CE02A6AB5E49:S015,3: NO BENEFIT,B-R,guideline_acc_aha_scai,STEMI,"In asymptomatic stable patients with STEMI who have a totally occluded infarct artery >24 hours after symptom onset and are without evidence of severe ischemia, PCI should not be performed",STEMI,STEMI,asymptomatic stable,severe,>24 hours,symptom onset,,,PCI,,,a totally occluded infarct artery >24 hours after symptom onset,evidence of severe ischemia,chronic-stable,stable,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.16 line-table COR 3: NO BENEFIT LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-3, loe-b",0.98,recommendation-language; cor:3: no benefit; loe:b-r; population-extracted; intervention-extracted; source-locator; temporal-qualifiers; clinical-entities,population:STEMI; intervention:PCI; condition:a totally occluded infarct artery >24 hours after symptom onset; exclusion:evidence of severe ischemia; temporal_qualifier:stable,STEMI; a totally occluded infarct artery >24 hours after symptom onset,STEMI,asymptomatic stable,STEMI,>24 hours,symptom onset,evidence of severe ischemia,,a totally occluded infarct artery >24 hours after symptom onset,population:STEMI [eq] | clinical_state:asymptomatic stable [eq] | disease:STEMI [eq] | time_window:>24 hours [within] | event_anchor:symptom onset [eq] | exclusion:evidence of severe ischemia [absent] | condition:a totally occluded infarct artery >24 hours after symptom onset [contains],PCI should not be performed,stable; a totally occluded infarct artery >24 hours after symptom onset,evidence of severe ischemia,
GR-F95F33043D1E,UPL-CE02A6AB5E49:S154,,,guideline_acc_aha_scai,General Coronary Revascularization,Early experience also suggested that preoperative ticagrelor should be withheld for a similar time frame (5 days) before surgery to reduce bleeding and blood product administration,,,,,,,,,,,reduce bleeding and blood product administration,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.51 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,outcome:reduce bleeding and blood product administration,,,,,,,,,,,,,,reduce bleeding and blood product administration
GR-FB0F680762E3,UPL-CE02A6AB5E49:S195,,,guideline_acc_aha_scai,PCI Strategy,"In contemporary times, the loading dose of clopidogrel for patients undergoing PCI after fibrinolytic therapy should be individualized",,,,,,fibrinolytic therapy,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.42 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:In contemporary times, the loading dose of clopidogrel for patients undergoing PCI after fibrinolytic therapy should be",,,,,,fibrinolytic therapy,,,,event_anchor:fibrinolytic therapy [eq],,,,
GR-FB553C236247,UPL-CE02A6AB5E49:S128,,,guideline_acc_aha_scai,Revascularization Strategy,Patients with diabetes who have triple-vessel disease should undergo surgical revascularization; percutaneous coronary intervention may be considered if they are poor candidates for surgery,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.4 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Patients with diabetes who have triple-vessel disease should undergo surgical revascularization; percutaneous coronary i,,,,,,,,,,,may be considered,,,
GR-FBD13BDC1A40,UPL-CE02A6AB5E49:S086,1,C-LD,guideline_acc_aha_scai,CABG Strategy,"In patients undergoing valve surgery, aortic surgery, or other cardiac operations who have significant CAD, CABG is recommended with a goal of reducing ischemic events",undergoing valve surgery,CAD,,significant,,,,,CABG,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.47 line-table COR 1 LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-c",0.9,recommendation-language; cor:1; loe:c-ld; population-extracted; intervention-extracted; source-locator,population:undergoing valve surgery; intervention:CABG,undergoing valve surgery,undergoing valve surgery,,CAD,,,,,,population:undergoing valve surgery [eq] | disease:CAD [eq],CABG is recommended,,,
GR-FBF74050F3F5,UPL-CE02A6AB5E49:S197,,,guideline_acc_aha_scai,General Coronary Revascularization,Caution is advised in the use of prasugrel in patients weighing <60 kg or in patients ≥75 years of age,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.43 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Caution is advised in the use of prasugrel in patients weighing <60 kg or in patients ≥75 years of age,,,,,,,,,,,,,,
